,pubChemID,common_name,functional_group
5809,22630387,"Quercetin 3,4'-Diglucoside","Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5810,22753774,Schembl11505126,"Hydroxy compound, Phenol, 1,2-diphenol, Aromatic compound"
5811,22833595,Crocetin Di-(Beta-D-Glucosyl)-Ester,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Heterocyclic compound"
5812,22833598,Tricrocin,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Heterocyclic compound"
5813,22833652,Quebracho,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
5814,22833653,Ft-0653874,"Carbonyl compound, Aldehyde, Hydroxy compound, Alcohol, Sec. alcohol, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Oxohetarene, Aromatic compound, Heterocyclic compound"
5815,22833654,,"Carbonyl compound, Aldehyde, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Alkene, Heterocyclic compound"
5816,22833655,,"Carbonyl compound, Ketone, Hemiacetal, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Aromatic compound, Heterocyclic compound"
5817,23136584,"4,5-Dihydrovmifoliol","Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Tert. alcohol, Alkene"
5818,23244089,211107-45-8,"Carbonyl compound, Ketone, Enol, Hydroxy compound, Alcohol, Prim. alcohol, Alkene"
5819,23250008,5'-Prenylxanthohumol,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
5820,23252201,,"Acetal, Ether, Dialkylether, Carboxylic acid deriv., Carboxylic acid ester, Heterocyclic compound"
5821,23252256,,"Acetal, Ether, Dialkylether, Carboxylic acid deriv., Carboxylic acid ester, Heterocyclic compound"
5822,23258404,,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5823,23258406,,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5824,23262985,90374-81-5,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
5825,23264915,Artemidinol,"Hydroxy compound, Phenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
5826,23266570,6-Chloroapigenin,"Carbonyl compound, Hydroxy compound, Phenol, Halogen deriv., Aryl chloride, Oxohetarene, Aromatic compound, Heterocyclic compound"
5827,23274265,Humulene Epoxide Ii,"Ether, Dialkylether, Alkene, Heterocyclic compound"
5828,23276528,3-O-Methylanhydrotuberosin,"Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
5829,23286475,"6,10,14-Trimethyl-2-Methylenepentadecanal","Carbonyl compound, Aldehyde, Alkene"
5830,23322899,,"Cation, Anion, Carboxylic acid deriv., Carboxylic acid salt"
5831,23424736,Schembl13791071,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5832,23511544,,"Cation, Anion, Carboxylic acid deriv., Carboxylic acid salt"
5833,23527401,,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5834,23646732,Chembl54018,"Hydroxy compound, Phenol, Halogen deriv., Aryl chloride, Carboxylic acid deriv., Carboxylic acid amidine, Aromatic compound, Heterocyclic compound"
5835,23651312,Rubusuaviin B,"Hydroxy compound, Phenol, 1,2-diphenol, Ether, Diarylether, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
5836,23666342,Potassium Bitartrate,"Cation, Anion, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid salt, Alpha-hydroxyacid"
5837,23681127,Potassium Hydrogen Tartrate,"Cation, Anion, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid salt, Alpha-hydroxyacid"
5838,23697378,Mls001306463,"Cation, Anion, Carboxylic acid deriv., Carboxylic acid imide, Carboxylic acid unsubst. imide, Urea, Heterocyclic compound"
5839,23724574,Schembl13324299,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5840,23724629,C15981,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5841,23724657,6''-O-Malonylglycitin,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid ester, Oxohetarene, Aromatic compound, Heterocyclic compound"
5842,23724666,2-Hydroxypseudobaptigenin,"Carbonyl compound, Acetal, Hydroxy compound, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5843,23724668,(-)-Sophorol,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
5844,23724697,"Cyanidin 3-(3'',6''-Dimalonylglucoside)","Cation, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid ester, Oxohetarene, Aromatic compound, Heterocyclic compound"
5845,23724704,Pelargonidin 3-O-Sophoroside,"Cation, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5846,23748687,Rte2_000424,"Hydroxy compound, Alcohol, Prim. alcohol, Halogen deriv., Aryl chloride, Phosphoric acid deriv., Phosphoric acid ester, Phosphoric acid amide, Alkene, Aromatic compound, Heterocyclic compound"
5847,23757169,Megxp0_000074,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
5848,23757177,Megxp0_000384,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
5849,23757217,Megxp0_001126,"Carbonyl compound, Ketone, Oxohetarene, Aromatic compound, Heterocyclic compound"
5850,23760102,Sagerinic Acid,"Hydroxy compound, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid ester, Aromatic compound"
5851,23874492,N-Trans-P-Coumaroyloctopamine,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Alkene, Aromatic compound"
5852,24096391,N-Feruloyloctopamine,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Alkene, Aromatic compound"
5853,24121290,Senkyunolide J,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Alkene, Heterocyclic compound"
5854,24740615,"4,6-Decadiyn-1-Ol","Hydroxy compound, Alcohol, Prim. alcohol, Alkyne"
5855,24750458,"7,8,3',4',5'-Pentamethoxyflavone","Carbonyl compound, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
5856,24758069,,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
5857,24758070,,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
5858,24763412,Morintrifolin B,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Prim. alcohol, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
5859,24763413,Morintrifolin A,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Prim. alcohol, Phenol, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
5860,24771772,Schembl14620340,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid ester, Phosphoric acid deriv., Phosphoric acid ester"
5861,24797519,2-O-Caffeoylhydroxycitric Acid,"Hydroxy compound, Alcohol, Tert. alcohol, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid ester, Alkene, Aromatic compound, Alpha-hydroxyacid"
5862,24826452,,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Aromatic compound"
5863,24826453,,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Aromatic compound"
5864,24826530,,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Aromatic compound"
5865,24832101,"Santalol, Alpha- And Beta-","Hydroxy compound, Alcohol, Prim. alcohol, Alkene"
5866,24868400,Ncgc00169187-01,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
5867,24868443,Molport-042-675-289,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
5868,24898872,Clausine L,"Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound, Heterocyclic compound"
5869,24936074,Chembl270509,"Carbonyl compound, Hydroxy compound, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5870,24970763,Jejuchalcone B,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Tert. alcohol, Phenol, Alkene, Aromatic compound"
5871,24976875,Unii-S4Z3G4Ykhh,"Carbonyl compound, Aldehyde, Alkene"
5872,24978604,Clitorin,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5873,25078152,Dtxsid00160097,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, Thioether, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid prim. amide, Carboxylic acid sec. amide, Carboxylic acid tert. amide, Carboxylic acid anhydride, Guanidine, Heterocyclic compound"
5874,25079947,Zinc5004613,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5875,25079950,,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
5876,25079965,Kaempferol-7-Rhamnoside,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5877,25079994,,"Cation, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
5878,25080052,,"Acetal, Enolether, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Alkene, Heterocyclic compound"
5879,25080064,Vincetoxicoside A,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5880,25087690,,"Cation, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5881,25087704,,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
5882,25147451,Mannan,"Hemiacetal, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
5883,25155606,"1-[(S)-2,2-Dimethyl-6-Methylenecyclohexane-1Beta-Yl]-1-Pentene-3-One","Carbonyl compound, Ketone, Alkene"
5884,25165313,Quercetin-4'-Glucuronide,"Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Carboxylic acid deriv., Carboxylic acid, Oxohetarene, Aromatic compound, Heterocyclic compound"
5885,25178022,Morroniside,"Hemiacetal, Acetal, Enolether, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid ester, Heterocyclic compound"
5886,25189612,"2-(3-Hydroxy-4,5-Dimethoxyphenyl)-4H-Chromen-4-One","Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
5887,25195168,Ailanthamide,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid tert. amide, Alkene, Aromatic compound"
5888,25195169,Chembl556470,"Carbonyl compound, Ketone, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Alkene"
5889,25200426,2-O-(Alpha-D-Galactopyranosyl)-3-O-Methyl-D-Chiro-Inositol,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Ether, Dialkylether, Heterocyclic compound"
5890,25200612,(24R)-Ergost-4-En-3-One,"Carbonyl compound, Ketone, Alkene"
5891,25200670,,"Anion, Carbonyl compound, Aldehyde, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, Tert. alcohol, Carboxylic acid deriv., Carboxylic acid salt, Alkene"
5892,25201027,Schembl13324301,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5893,25201084,Galactopinitol A,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Ether, Dialkylether, Heterocyclic compound"
5894,25201130,Hdmboa-Glc,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Ether, Alkylarylether, Carboxylic acid deriv., Aromatic compound, Heterocyclic compound"
5895,25202178,,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5896,25202259,,"Cation, Anion, Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid salt, Sulfoxide, Alpha-aminoacid"
5897,25202482,Sesquisabinene,Alkene
5898,25203277,Gibberellin A97,"Anion, Hydroxy compound, Alcohol, Sec. alcohol, Tert. alcohol, Carboxylic acid deriv., Carboxylic acid salt, Alkene"
5899,25208125,Moracin Q,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
5900,25208283,Chembl551703,"Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid tert. amide, Aromatic compound"
5901,25208435,Lespecyrtin F1,"Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
5902,25208599,Lespecyrtin G1,"Hydroxy compound, Phenol, 1,2-diphenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
5903,25208602,Lespecyrtin B2,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
5904,25208758,Lespecyrtin F2,"Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
5905,25210304,Trans-Chlorogenic Acid,"Hydroxy compound, Alcohol, Sec. alcohol, Tert. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid ester, Alkene, Aromatic compound, Alpha-hydroxyacid"
5906,25229573,(3R)-All-Trans-3-Hydroxyretinal,"Carbonyl compound, Aldehyde, Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5907,25230796,"4H-1-Benzopyran-4-One, 2-(3,4-Dihydroxyphenyl)-3-[(6-O-Beta-D-Galactopyranosyl-Beta-D-Glucopyranosyl)Oxy]-5,7-Dihydroxy-","Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5908,25240174,Palmitodiolein,"Carboxylic acid deriv., Carboxylic acid ester, Alkene"
5909,25243953,Gibberellin A110,"Anion, Hydroxy compound, Alcohol, Sec. alcohol, Carboxylic acid deriv., Carboxylic acid salt, Alkene"
5910,25243966,Gibberellin A43,"Anion, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid salt, Alkene"
5911,25243968,"5Beta,9Alpha,10Alpha-Labda-8(20),13-Dien-15-Yl Diphosphate","Anion, Phosphoric acid deriv., Phosphoric acid ester, Alkene"
5912,25244198,Beta-Ylangene,Alkene
5913,25244360,,Alkene
5914,25244460,N2-Formyl-L-Lysinamide,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid prim. amide, Carboxylic acid sec. amide"
5915,25244596,703-45-7,"Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Aromatic compound"
5916,25244964,Schembl13324309,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5917,25245053,N-Trans-Sinapoyltyramine,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Alkene, Aromatic compound"
5918,25245230,,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
5919,25245324,Xanthohumol E,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
5920,25245458,Protochlorophyll A,"Anion, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Aromatic compound, Heterocyclic compound"
5921,25245730,,"Hydroxy compound, Phenol, Ether, Dialkylether, Alkylarylether, Aromatic compound, Heterocyclic compound"
5922,25245846,N-Gamma-Glutamyl-S-(1-Propenyl)Cysteine,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid sec. amide, Sulfenic acid deriv., Alkene, Alpha-aminoacid"
5923,25245871,,"Hemiacetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Alkene, Aromatic compound, Heterocyclic compound"
5924,25246267,,"Anion, Carbonyl compound, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
5925,26195174,Viscosol,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
5926,26238934,Isolupalbigenin,"Carbonyl compound, Hydroxy compound, Phenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
5927,40468028,,"Cation, Anion, Amine, Sec. amine, Sec. aliphat. amine, Carboxylic acid deriv., Carboxylic acid salt, Alkene, Heterocyclic compound"
5928,40510980,Octadecanedioate,"Anion, Carboxylic acid deriv., Carboxylic acid salt"
5929,42605184,Chembl463125,"Hydroxy compound, Phenol, Alkene, Aromatic compound, Heterocyclic compound"
5930,42605185,Moracin T,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
5931,42607536,Xanthoangelol G,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
5932,42607560,"4,2',3',4'-Tetrahydroxychalcone","Carbonyl compound, Ketone, Hydroxy compound, Phenol, 1,2-diphenol, Alkene, Aromatic compound"
5933,42607593,Triangularin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound"
5934,42607632,"2,2'-Dihydroxy-3,4,5,6'-Tetramethoxy-3',4'-Methylenedioxychalcone","Carbonyl compound, Ketone, Acetal, Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
5935,42607642,Glyinflanin A,"Carbonyl compound, Ketone, Enol, Hydroxy compound, Phenol, Alkene, Aromatic compound"
5936,42607650,"2',6',Beta-Trihydroxy-4'-Methoxychalcone","Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound"
5937,42607666,2'-Methoxy-4'-Hydroxydihydrochalcone,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound"
5938,42607783,"5-Hydroxy-4,6,4'-Trimethoxyaurone","Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
