,id,category,name,disease_synonyms
6510,MESH:C535702,Genetic disease (inborn)|Metabolic disease,Malonic aciduria,Malonicaciduria|Malonyl-CoA decarboxylase deficiency|Malonyl-Coenzyme A Decarboxylase Deficiency
6511,MESH:D004392,Endocrine system disease|Genetic disease (inborn)|Musculoskeletal disease,Dwarfism,Nanism
6512,MESH:C535642,Congenital abnormality|Eye disease|Genetic disease (inborn)|Mouth disease|Nervous system disease|Pathology (anatomical condition)|Pathology (process)|Skin disease,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy","Gapo Syndrome|Growth Retardation, Alopecia, Pseudoanodontia, And Optic Atrophy|Odontotrichomelic Syndrome|Tetramelic Deficiencies, Ectodermal Dysplasia, Deformed Ears, And Other Abnormalities"
6513,OMIM:614833,Congenital abnormality|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms,"MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES",MSSP|PMGYS|POLYMICROGYRIA WITH SEIZURES
6514,OMIM:188580,Endocrine system disease|Eye disease|Genetic disease (inborn)|Immune system disease|Metabolic disease|Musculoskeletal disease|Nervous system disease,"THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1",TTPP1
6515,MESH:C536373,Congenital abnormality|Eye disease|Mouth disease|Musculoskeletal disease,Ankyloblepharon filiforme adnatum,AFA|Ankyloblepharon Filiforme Adnatum and Cleft Palate|Ankyloblepharon filiforme adnatum cleft palate|Ankyloblepharon filiforme congenitum|Congenital filiform fusion of the eyelids with cleft palate and-or cleft lip
6516,MESH:C536358,Blood disease|Genetic disease (inborn)|Nervous system disease,"Anemia, sideroblastic spinocerebellar ataxia","Anemia, Sex-Linked Hypochromic Siderobla|Anemia, Sideroblastic, and Spinocerebellar Ataxia|ASAT|Pagon Bird Detter syndrome|Sideroblastic anemia with spinocerebellar ataxia|X-Linked Sideroblastic Anemia and Ataxia|Xlsa-A"
6517,MESH:D055673,Congenital abnormality|Nervous system disease,Acrocallosal Syndrome,"ACLS|Acrocallosal Syndromes|Hallux Duplication, Postaxial Polydactyly, and Absence of Corpus Callosum|JBTS12, INCLUDED|JOUBERT SYNDROME 12/15, DIGENIC, INCLUDED|SCHINZEL ACROCALLOSAL SYNDROME JOUBERT SYNDROME 12, INCLUDED|Syndrome, Acrocallosal|Syndromes, Acrocallosal"
6518,MESH:C537353,Genetic disease (inborn)|Musculoskeletal disease,Metaphyseal chondrodysplasia Spahr type,"MDST|Metaphyseal Chondrodysplasia, Spahr Type|METAPHYSEAL DYSPLASIA, SPAHR TYPE|Spahr type Metaphyseal chondrodysplasia"
6519,MESH:D052016,Digestive system disease|Mouth disease,Mucositis,Mucositides
6520,MESH:D007960,Blood disease,Leukocyte Disorders,"Disorder, Leukocyte|Disorders, Leukocyte|Leukocyte Disorder"
6521,MESH:C564348,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"Deafness, Autosomal Dominant 52","DEAFNESS, AUTOSOMAL DOMINANT 42|DFNA42|DFNA52"
6522,MESH:C563750,Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2","PEOA2|Progressive External Ophthalmoplegia, Autosomal Dominant, 2|PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL DOMINANT 2|PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 2"
6523,MESH:C563924,Cancer|Digestive system disease|Genetic disease (inborn),"Colorectal Adenomatous Polyposis, Autosomal Recessive","Adenomas, Multiple Colorectal, Autosomal Recessive|COLORECTAL ADENOMATOUS POLYPOSIS, AUTOSOMAL RECESSIVE|FAMILIAL ADENOMATOUS POLYPOSIS 2|FAP2"
6524,MESH:C536049,Connective tissue disease|Genetic disease (inborn)|Musculoskeletal disease,"Osteogenesis imperfecta, type VIII","OI8|OI, TYPE VIII"
6525,OMIM:615007,Metabolic disease|Nervous system disease,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4",IBGC4
6526,MESH:D001361,Nutrition disorder,Avitaminosis,"Avitaminoses|Deficiencies, Vitamin|Deficiency, Vitamin|Vitamin Deficiencies|Vitamin Deficiency"
6527,MESH:C572845,Cancer,"Thyroid cancer, follicular","NMTC2|THYROID CANCER, NONMEDULLARY, 2"
6528,MESH:C564625,Genetic disease (inborn)|Metabolic disease,"Congenital Disorder Of Glycosylation, Type IIID",CDG2D|CDGIID|CDG IID
6529,MESH:C562601,Digestive system disease|Genetic disease (inborn)|Metabolic disease,"Lactose Intolerance, Adult Type","Adult Lactase Deficiency|Disaccharide Intolerance III|DISACCHARIDE INTOLERANCE III LACTASE PERSISTENCE, INCLUDED|Hypolactasia, Adult Type"
6530,MESH:C567365,Congenital abnormality|Genetic disease (inborn)|Nervous system disease|Pathology (anatomical condition)|Urogenital disease (female)|Urogenital disease (male),"Meckel Syndrome, Type 6",MKS6
6531,MESH:D058429,Parasitic disease,Gnathostomiasis,"Gnathostoma Infection|Gnathostoma Infections|Gnathostomiases|Infection, Gnathostoma|Infections, Gnathostoma"
6532,MESH:C536827,Cancer,Glomus vagale tumors,"Glomangiomas, Multiple|Glomus Tumors, Multiple|Glomuvenous malformations|GVM|Venous Malformations With Glomus Cells|VMGLOM"
6533,OMIM:300494,Mental disorder,"ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1",ASPGX1
6534,MESH:D007681,Urogenital disease (female)|Urogenital disease (male),Kidney Papillary Necrosis,"Necrosis, Kidney Papillary|Necrosis, Renal Medullary|Necrotizing Renal Papillitides|Necrotizing Renal Papillitis|Papillary Necrosis, Kidney|Papillitides, Necrotizing Renal|Renal Medullary Necrosis|Renal Papillitides, Necrotizing|Renal Papillitis, Necrotizing"
6535,MESH:D020945,Cardiovascular disease|Connective tissue disease|Immune system disease|Nervous system disease,"Lupus Vasculitis, Central Nervous System","Central Nervous System Lupus|Central Nervous System Lupus Vasculitis|Central Nervous System Systemic Lupus Erythematosis|Lupus Meningoencephalitides|Lupus Meningoencephalitis|Meningoencephalitides, Lupus|Meningoencephalitis, Lupus|Neuropsychiatric Systemic Lupus Erythematosus|Systemic Lupus Erythematosis, Central Nervous System"
6536,MESH:C537537,Nervous system disease,"Segawa syndrome, autosomal recessive","Autosomal Recessive Infantile Parkinsonism|Dopa-Responsive Dystonia, Autosomal Recessive|DOPA responsive dystonia, autosomal recessive|Dystonia, Dopa-Responsive, Autosomal Recessive|Dystonia, DOPA responsive, autosomal recessive|Dystonia, Dopa-Responsive, With Or Without Hyperphenylalaninemia, Autosomal Recessive|Parkinsonism, infantile, autosomal recessive|Th-Deficient Drd|Tyrosine Hydroxylase Deficiency"
6537,MESH:D000210,Pathology (process),Acute-Phase Reaction,"Acute Phase Reaction|Acute-Phase Response|Acute Phase State|Acute-Phase State|Reaction, Acute Phase|Reaction, Acute-Phase|Response, Acute Phase|Response, Acute-Phase|State, Acute-Phase"
6538,MESH:D011658,Respiratory tract disease,Pulmonary Fibrosis,"Alveolitides, Fibrosing|Alveolitis, Fibrosing|Fibroses, Pulmonary|Fibrosing Alveolitides|Fibrosing Alveolitis|Fibrosis, Pulmonary|Hamman Rich Syndrome|Hamman-Rich Syndrome|Pulmonary Fibroses|Syndrome, Hamman-Rich"
6539,MESH:D016135,Congenital abnormality|Nervous system disease,Spinal Dysraphism,"Bifida, Spina|Cleft Spine|Cleft Spines|Dysraphia, Spinal|Dysraphicus, Status|Dysraphism, Spinal|Dysraphisms, Spinal|Open Spine|Open Spines|Rachischises|Rachischisis|Schistorrhachis|Spina Bifida|Spina Bifidas|Spinal Dysraphia|Spinal Dysraphias|Spinal Dysraphisms|Spine, Cleft|Spine, Open|Status Dysraphicus"
6540,MESH:C567753,Eye disease,"Glaucoma 1, Open Angle, O",Glc1o|Primary Open Angle Glaucoma-1O
6541,MESH:C537345,Digestive system disease|Genetic disease (inborn)|Metabolic disease,Sitosterolemia,"Macrothrombocytopenia-Stomatocytosis, Mediterranean|Phytosterolemia|PHYTOSTEROLEMIA MACROTHROMBOCYTOPENIA/STOMATOCYTOSIS, MEDITERRANEAN, INCLUDED|Plant sterol storage disease|Pseudohomozygous familial hypercholesterolemia|STSL"
6542,MESH:C567147,Congenital abnormality|Mouth disease,"Amelogenesis Imperfecta, Type Ic","AI1C|Amelogenesis Imperfecta, Hypoplastic, With Or Without Openbite Malocclusion, Autosomal Recessive|Amelogenesis Imperfecta, Local Hypoplastic Type, Autosomal Recessive"
6543,MESH:D006417,Pathology (process)|Urogenital disease (female)|Urogenital disease (male),Hematuria,Hematurias
6544,MESH:C535982,Blood disease,Congenital amegakaryocytic thrombocytopenia,"Amegakaryocytic Thrombocytopenia, Congenital|CAMT"
6545,OMIM:120050,Viral disease,COXSACKIEVIRUS B3 SUSCEPTIBILITY,CB3S|CXB3S
6546,MESH:D065666,Cardiovascular disease|Digestive system disease,Mesenteric Ischemia,"Acute Mesenteric Arterial Embolus|Acute Mesenteric Arterial Thrombosis|Insufficiencies, Mesenteric Vascular|Insufficiency, Mesenteric Vascular|Ischemia, Mesenteric|Ischemia, Nonocclusive Mesenteric|Ischemias, Mesenteric|Ischemias, Nonocclusive Mesenteric|Mesenteric Ischemia, Nonocclusive|Mesenteric Ischemias|Mesenteric Ischemias, Nonocclusive|Mesenteric Vascular Insufficiencies|Mesenteric Vascular Insufficiency|Mesenteric Venous Thromboses|Mesenteric Venous Thrombosis|Nonocclusive Mesenteric Ischemia|Nonocclusive Mesenteric Ischemias|Occlusive Mesenteric Arterial Ischemia|Thromboses, Mesenteric Venous|Thrombosis, Mesenteric Venous|Vascular Insufficiencies, Mesenteric|Vascular Insufficiency, Mesenteric|Venous Thromboses, Mesenteric|Venous Thrombosis, Mesenteric"
6547,MESH:C567032,Congenital abnormality|Musculoskeletal disease|Nervous system disease|Signs and symptoms,Phosphoserine Aminotransferase Deficiency,PSATD|PSAT Deficiency
6548,MESH:C535904,Genetic disease (inborn)|Metabolic disease,Lipase deficiency combined,"Lipase Deficiency, Combined|Lipoprotein lipase deficiency with hepatic triglyceride lipase deficiency|Lpl And Hl Deficiency|Lpl And Htgl Deficiency"
6549,MESH:C536210,Genetic disease (inborn)|Metabolic disease|Signs and symptoms,Congenital chloride diarrhea,"CHLORIDE DIARRHEA, CONGENITAL, FINNISH TYPE|Chloridorrhea, congenital|Congenital chloridorrhea|Darrow-Gamble disease|DIAR1|Diarrhea 1, secretory chloride, congenital"
6550,MESH:C562551,Congenital abnormality|Skin disease,"Dyskeratosis, Hereditary Benign Intraepithelial",DKBI|HBID
6551,MESH:C537456,Genetic disease (inborn)|Nervous system disease,"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance","MENTAL RETARDATION, X-LINKED 60, FORMERLY|MRX60, FORMERLY"
6552,MESH:C565291,Genetic disease (inborn)|Immune system disease|Skin disease,"Dermatitis, Atopic, 4",ATOD4
6553,MESH:C563700,Congenital abnormality|Eye disease,Nanophthalmos 2,"Nanophthalmia 2|Nanophthalmos, Autosomal Recessive|NNO2"
6554,MESH:D017492,Skin disease,"Keratosis, Seborrheic","Keratoses, Seborrheic|Keratosis Seborrheica|Seborrheic Keratoses|Seborrheic Keratosis"
6555,MESH:D034381,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,Hearing Loss,"Hearing Impairment|Hypoacuses|Hypoacusis|Loss, Hearing"
6556,MESH:C565920,Congenital abnormality|Genetic disease (inborn)|Nervous system disease,Bardet-Biedl Syndrome 11,BBS11
6557,OMIM:606579,Immune system disease|Skin disease,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1,"SLEV1|SYSTEMIC LUPUS ERYTHEMATOSUS, VITILIGO-RELATED|VAMAS1|VITILIGO|VTLG"
6558,MESH:D012468,Cancer|Mouth disease,Salivary Gland Neoplasms,"Cancer of Salivary Gland|Cancer of the Salivary Gland|Cancer, Salivary Gland|Cancers, Salivary Gland|Gland Neoplasm, Salivary|Gland Neoplasms, Salivary|Neoplasm, Salivary Gland|Neoplasms, Salivary Gland|Salivary Gland Cancer|Salivary Gland Cancers|Salivary Gland Neoplasm"
6559,OMIM:615809,Nervous system disease,"PONTOCEREBELLAR HYPOPLASIA, TYPE 9",PCH9
6560,MESH:C537207,Congenital abnormality|Connective tissue disease|Endocrine system disease|Genetic disease (inborn)|Infant-newborn disease|Mouth disease|Musculoskeletal disease|Respiratory tract disease,Kniest dysplasia,Kniest Chondrodystrophy|Kniest Syndrome|Swiss Cheese Cartilage Dysplasia
6561,MESH:D003095,Connective tissue disease,Collagen Diseases,"Collagen Disease|Disease, Collagen|Diseases, Collagen"
6562,MESH:D012829,Occupational disease|Respiratory tract disease,Silicosis,Silicoses
6563,MESH:D004932,Digestive system disease,Esophageal and Gastric Varices,"Esophageal Varices|Esophageal Varix|Gastric Varices|Gastric Varix|Varices, Esophageal|Varices, Gastric|Varix, Esophageal|Varix, Gastric"
6564,OMIM:613575,Eye disease|Genetic disease (inborn),RETINITIS PIGMENTOSA 55,RP55
6565,MESH:D020250,Pathology (process)|Signs and symptoms,Postoperative Nausea and Vomiting,"Emeses, Postoperative|Emesis, Postoperative|Nausea and Vomiting, Postoperative|Nausea, Postoperative|PONV|Postoperative Emeses|Postoperative Emesis|Postoperative Nausea|Postoperative Vomiting|Vomiting, Postoperative"
6566,MESH:C536883,Pathology (process),King Denborough syndrome,Anesthetic-induced malignant hyperpyrexia in children|King-Denborough Syndrome|King syndrome
6567,OMIM:108721,Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Musculoskeletal disease,"ATELOSTEOGENESIS, TYPE III",AO3|AOIII
6568,MESH:C566475,Eye disease|Genetic disease (inborn),"Night Blindness, Congenital Stationary, Autosomal Dominant 3","CSNBAD3|Night Blindness, Congenital Stationary, Nougaret Type"
6569,MESH:C536111,Congenital abnormality|Nervous system disease|Pathology (anatomical condition),Partial agenesis of corpus callosum,None
6570,MESH:C538178,Congenital abnormality|Skin disease,Acrodermatitis enteropathica,"Acrodermatitis enteropathica zinc deficiency type|Acrodermatitis Enteropathica, Zinc-Deficiency Type|AEZ"
6571,OMIM:614335,Congenital abnormality|Musculoskeletal disease,"ARTHROGRYPOSIS, DISTAL, TYPE 1B",DA1B
6572,MESH:C536780,Immune system disease,T cell immunodeficiency primary,Primary T-Cell Immunodeficiency Disorders
6573,MESH:C538331,Congenital abnormality|Genetic disease (inborn)|Skin disease,Naegeli syndrome,Naegeli-Franceschetti-Jadassohn Syndrome|NAEGELI SYNDROME|NFJS|NFJ SYNDROME
6574,MESH:D004437,Cardiovascular disease|Congenital abnormality,Ebstein Anomaly,"Anomaly, Ebstein|Anomaly, Ebstein's|Ebstein Malformation|Ebstein's Anomaly|Ebsteins Anomaly|Ebstein's Anomaly, Familial|Ebstein's Malformation|Ebsteins Malformation|Familial Ebstein Anomaly|Familial Ebstein's Anomaly|Familial Ebsteins Anomaly|Malformation, Ebstein's"
6575,MESH:D008444,Cancer|Ear-nose-throat disease|Respiratory tract disease,Maxillary Sinus Neoplasms,"Cancer, Maxillary Sinus|Cancer of Maxillary Sinus|Cancers, Maxillary Sinus|Maxillary Sinus Cancer|Maxillary Sinus Cancers|Maxillary Sinus Neoplasm|Neoplasm, Maxillary Sinus|Neoplasms, Maxillary Sinus"
6576,MESH:C567758,Eye disease|Genetic disease (inborn),Cone Dystrophy 4,"ACHM5, INCLUDED|ACHROMATOPSIA 5, INCLUDED|COD4"
6577,MESH:C535600,Nervous system disease,dopamine beta hydroxylase deficiency,"Congenital dopamine beta hydroxylase deficiency|dopamine beta-hydroxylase deficiency|Dopamine beta Hydroxylase Deficiency, Congenital|DOPAMINE BETA-HYDROXYLASE DEFICIENCY, CONGENITAL|dopamine b-hydroxylase|Noradrenaline deficiency|Norepinephrine deficiency"
6578,MESH:C536300,Genetic disease (inborn)|Nervous system disease|Signs and symptoms,Partington X-linked mental retardation syndrome,"Mental retardation-dystonic movements-ataxia-seizures syndrome|Mental Retardation, X-Linked 36|Mental retardation, X-linked, syndromic 1|Mental retardation, X-linked, with dystonic movements, ataxia, and seizures|MRX36|MRXS1|Partington syndrome|PRTS"
6579,MESH:C537592,Blood disease,"Neutropenia, Severe Congenital, Autosomal Recessive 3","Agranulocytosis, Infantile|Agranulocytosis, infantile genetic|Autosomal dominant or sporadic congenital neutropenia|Congenital Agranulocytosis|Congenital Neutropenia|Infantile genetic agranulocytosis|Kostmann disease|Kostmann's Agranulocytosis|Kostmann's Syndrome|Kostmann syndrome|NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE|SCN3|Severe congenital neutropenia|Severe Infantile Genetic Neutropenia"
6580,MESH:D045745,Connective tissue disease|Skin disease,"Scleroderma, Limited","Limited Scleroderma|Limited Systemic Scleroderma|Limited Systemic Sclerodermas|Scleroderma, Limited Systemic|Sclerodermas, Limited Systemic|Systemic Scleroderma, Limited|Systemic Sclerodermas, Limited"
6581,MESH:D012798,Mouth disease,Sialorrhea,Drooling|Hypersalivation
6582,MESH:C564026,Endocrine system disease|Metabolic disease|Musculoskeletal disease|Nervous system disease,Mitochondrial Myopathy with Diabetes,"Mitochondrial Myopathy, Lipid Type"
6583,MESH:C537440,Metabolic disease,Arterial calcification of infancy,"Arterial Calcification, Generalized, Of Infancy|ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1|ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2|Arterial Calcification, Idiopathic Infantile|Arteriopathy, Occlusive Infantile|ARTERIOPATHY, OCCLUSIVE INFANTILE CORONARY SCLEROSIS, MEDIAL, OF INFANCY, INCLUDED|GACI|GACI1|GACI2|Generalized arterial calcification in infancy|Idiopathic infantile arterial calcification|IIAC|Occlusive infantile arteriopathy"
6584,MESH:C563716,Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease,"Muscular Dystrophy, Congenital, Merosin-Positive",None
6585,MESH:C535274,Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease,Prieto X-linked mental retardation syndrome,"Mental retardation, X-linked, syndromic 2|Mental retardation, X-linked with dysmorphism and cerebral atrophy|Mental Retardation, X-Linked, With Dysmorphism And Cerebral Atrophy|MRXS2|Prieto syndrome|PRS|X-linked dysmorphic syndrome with mental retardation"
6586,MESH:C566473,Infant-newborn disease|Metabolic disease|Musculoskeletal disease,"Tumoral Calcinosis, Normophosphatemic, Familial","Calcinosis, Tumoral, With Normophosphatemia|NFTC"
6587,MESH:C537724,Cardiovascular disease|Congenital abnormality|Connective tissue disease|Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease,Lujan Fryns syndrome,"Lujan-Fryns Syndrome|Lujan Syndrome|Marfanoid habitus, mild general hypotonia, hypernasal voice, normal testicular size, and distinct craniofacial anomalies|Mental retardation, X-linked, with marfanoid habitus|X-Linked Intellectual Deficit with Marfanoid Habitus|X-Linked Mental Retardation with Marfanoid Habitus|XLMR with Marfanoid Features"
6588,MESH:C536025,Congenital abnormality|Ear-nose-throat disease|Eye disease|Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease|Signs and symptoms,Marshall syndrome,"Deafness, myopia, cataract, saddle nose-Marshall type|MRSHS"
6589,MESH:C536370,Congenital abnormality|Eye disease|Genetic disease (inborn)|Mental disorder|Nervous system disease|Signs and symptoms,Aniridia cerebellar ataxia mental deficiency,"Aniridia, Cerebellar Ataxia, And Mental Deficiency|ANIRIDIA, CEREBELLAR ATAXIA, AND MENTAL RETARDATION|Aniridia, partial-cerebellar ataxia-mental retardation|Aniridia, partial-cerebellar ataxia-oligophrenia|Gillespie syndrome|GLSP"
6590,MESH:D004604,Lymphatic disease,Elephantiasis,"Bigfoot Disease|Bigfoot Diseases|Disease, Bigfoot|Disease, Microcrystal|Diseases, Bigfoot|Diseases, Microcrystal|Elephantiases|Elephantiases, Endemic|Elephantiases, Endemic Non-Filarial|Elephantiasis, Endemic|Elephantiasis, Endemic Non-Filarial|Elephantiasis Nostras Verrucosa|Elephantiasis Nostras Verrucosas|Endemic Elephantiases|Endemic Elephantiasis|Endemic Non-Filarial Elephantiases|Endemic Non Filarial Elephantiasis|Endemic Non-Filarial Elephantiasis|foot, Mossy|foots, Mossy|Lymphostatic Verrucoses|Lymphostatic Verrucosis|Microcrystal Disease|Microcrystal Diseases|Mossy foot|Mossy foots|Non-Filarial Elephantiases, Endemic|Non-Filarial Elephantiasis, Endemic|Nostras Verrucosa, Elephantiasis|Nostras Verrucosas, Elephantiasis|Podoconioses|Podoconiosis|Verrucosa, Elephantiasis Nostras|Verrucosas, Elephantiasis Nostras|Verrucoses, Lymphostatic|Verrucosis, Lymphostatic"
